classe_mod;count;avg_first_descent;max_first_descent;no_descent_count;no_descent_ratio;avg_max_ratio;max_ratio;avg_final_ratio;max_final_ratio;min_final_ratio
403;4883;2.0;2;0;0.0;1.5000011102023796;1.501240694789082;0.5625006938764886;0.5632754342431762;0.562500062505363
419;4883;2.0;2;0;0.0;1.5000010989002155;1.5011933174224343;0.14062517170315786;0.14081145584725538;0.14062501562629073
435;4883;2.0;2;0;0.0;1.5000010883355372;1.5011494252873563;0.5625006802097096;0.5632183908045977;0.5625000625049629
451;4883;2.0;2;0;0.0;1.5000010784317268;1.501108647450111;0.2812503370099152;0.28159645232815966;0.2812500312523814
467;4883;2.0;2;0;0.0;1.5000010691225962;1.5010706638115632;0.5625006682016234;0.563169164882227;0.5625000625045629
483;4883;2.0;2;0;0.0;1.5000010603506653;1.5010351966873705;0.035156291419947736;0.035196687370600416;0.035156253906522675
499;4883;2.0;2;0;0.0;1.5000010520657567;1.501002004008016;0.5625006575410997;0.56312625250501;0.5625000625041627
515;4883;2.0;2;0;0.0;1.5000010442239056;1.5009708737864078;0.2812503263199721;0.2815533980582524;0.2812500312519814
531;4883;2.0;2;0;0.0;1.5000010367863876;1.5009416195856873;0.5625006479914937;0.5630885122410546;0.5625000625037627
547;4883;2.0;2;0;0.0;1.5000010297189637;1.5009140767824498;0.14062516089358806;0.14076782449725778;0.14062501562589066
563;4883;2.0;2;0;0.0;1.5000010229912402;1.5008880994671403;0.5625006393695247;0.5630550621669627;0.5625000625033627
579;4883;2.0;2;0;0.0;1.5000010165761632;1.5008635578583764;0.2812503176800511;0.2815198618307427;0.2812500312515813
595;4883;2.0;2;0;0.0;1.5000010104495383;1.5008403361344538;0.5625006315309622;0.5630252100840336;0.5625000625029627
611;4883;2.0;2;0;0.0;1.5000010045896888;1.5008183306055647;0.07031257848356937;0.07037643207855974;0.07031250781284533
627;4883;2.0;2;0;0.0;1.5000009989771046;1.5007974481658692;0.5625006243606897;0.5629984051036683;0.5625000625025626
643;4883;2.0;2;0;0.0;1.5000009935941978;1.500777604976672;0.28125031049818666;0.28149300155520995;0.2812500312511813
659;4883;2.0;2;0;0.0;1.5000009884250645;1.5007587253414265;0.5625006177656637;0.5629742033383915;0.5625000625021626
675;4883;2.0;2;0;0.0;1.5000009834552752;1.5007407407407407;0.1406251536648878;0.14074074074074075;0.14062501562549065
691;4883;2.0;2;0;0.0;1.5000009786717288;1.5007235890014472;0.5625006116698319;0.5629522431259045;0.5625000625017625
707;4883;2.0;2;0;0.0;1.500000974062488;1.5007072135785007;0.28125030439452603;0.2814710042432815;0.2812500312507813
723;4883;2.0;2;0;0.0;1.5000009696166219;1.5006915629322268;0.5625006060103876;0.5629322268326418;0.5625000625013625
739;4883;2.0;2;0;0.0;1.500000965324159;1.5006765899864682;0.017578143853987635;0.017591339648173207;0.017578126953161327
755;4883;2.0;2;0;0.0;1.5000009611759582;1.5006622516556292;0.5625006007349718;0.5629139072847682;0.5625000625009625
771;4883;2.0;2;0;0.0;1.5000009571635933;1.5006485084306096;0.28125029911362337;0.2814526588845655;0.2812500312503812
787;4883;2.0;2;0;0.0;1.500000953279336;1.5006353240152477;0.5625005957995843;0.5628970775095299;0.5625000625005625
803;4883;2.0;2;0;0.0;1.500000949516038;1.5006226650062267;0.14062514836188048;0.14072229140722292;0.14062501562509064
819;4883;2.0;2;0;0.0;1.5000009458670989;1.5006105006105006;0.5625005911669377;0.5628815628815629;0.5625000625001625
835;4882;2.0;2;0;0.0;1.500000942498969;1.5005988023952095;0.28125029453092776;0.281437125748503;0.28125003125638254
851;4882;2.0;2;0;0.0;1.5000009390602056;1.500587544065805;0.5625005869126276;0.5628672150411281;0.562500062512565
