common_value;members_count;min_step;max_step;avg_step;members
1781129;9;82;94;88.77777777777777;2022639,2559903,3033959,3595803,3644863,3839855,4045279,4550939,4859817
1638005;9;56;66;61.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
1551575;9;8;18;13.777777777777779;113383,134379,151177,161439,170075,191335,201569,226767,242159
1492831;9;71;83;75.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
1407311;9;78;90;84.77777777777777;2022639,2559903,3033959,3595803,3644863,3839855,4045279,4550939,4859817
1397999;9;18;28;23.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
1379177;9;6;16;11.777777777777779;113383,134379,151177,161439,170075,191335,201569,226767,242159
1335847;9;83;95;89.77777777777777;2022639,2559903,3033959,3595803,3644863,3839855,4045279,4550939,4859817
1242665;9;16;26;21.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
1034383;9;7;17;12.777777777777779;113383,134379,151177,161439,170075,191335,201569,226767,242159
981857;9;12;22;17.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
938207;9;77;89;83.77777777777777;2022639,2559903,3033959,3595803,3644863,3839855,4045279,4550939,4859817
931999;9;17;27;22.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
919451;9;5;15;10.777777777777779;113383,134379,151177,161439,170075,191335,201569,226767,242159
828443;9;15;25;20.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
736393;9;13;23;18.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
665215;9;0;7;3.0;665215,886953,2102407,2803209,3153611,3547813,4204815,4730417,4983483
654571;9;11;21;16.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
552295;9;14;24;19.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
475505;9;89;101;95.77777777777777;2022639,2559903,3033959,3595803,3644863,3839855,4045279,4550939,4859817
388709;9;61;71;66.77777777777777;113383,134379,151177,161439,170075,191335,201569,226767,242159
356629;9;90;102;96.77777777777777;2022639,2559903,3033959,3595803,3644863,3839855,4045279,4550939,4859817
317003;9;88;100;94.77777777777777;2022639,2559903,3033959,3595803,3644863,3839855,4045279,4550939,4859817
259139;9;60;70;65.77777777777777;113383,134379,151177,161439,170075,191335,201569,226767,242159
230345;9;58;68;63.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
172759;9;59;69;64.77777777777777;113383,134379,151177,161439,170075,191335,201569,226767,242159
153563;9;57;67;62.77777777777778;113383,134379,151177,161439,170075,191335,201569,226767,242159
119717;9;87;99;91.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
109325;9;63;73;68.77777777777777;113383,134379,151177,161439,170075,191335,201569,226767,242159
107837;9;58;94;80.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
90989;9;61;97;83.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
81809;9;48;55;51.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
79811;9;86;98;90.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
75761;9;91;103;95.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
72883;9;62;72;67.77777777777777;113383,134379,151177,161439,170075,191335,201569,226767,242159
71891;9;57;93;79.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
64637;9;44;51;47.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
61357;9;49;56;52.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
60659;9;60;96;82.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
57581;9;65;101;87.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
56821;9;92;104;96.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
54539;9;47;54;50.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
53207;9;85;97;89.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
50507;9;90;102;94.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
47927;9;56;92;78.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
43685;9;55;62;58.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
41471;9;60;67;63.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
40997;9;64;74;69.77777777777777;113383,134379,151177,161439,170075,191335,201569,226767,242159
40439;9;59;95;81.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
38387;9;64;100;86.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
36359;9;46;53;49.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
35471;9;84;96;88.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
34121;9;62;98;84.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
33671;9;89;101;93.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
31529;9;82;94;86.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
29123;9;54;61;57.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
28025;9;80;92;84.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
27647;9;59;66;62.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
25591;9;63;99;85.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
24293;9;68;104;90.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
24239;9;45;52;48.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
23647;9;83;95;87.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
23009;9;50;57;53.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
22447;9;88;100;92.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
22141;9;76;88;80.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
21593;9;66;102;88.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
21019;9;81;93;85.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
19415;9;53;60;56.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
18683;9;79;91;83.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
18431;9;58;65;61.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
17297;9;67;77;72.77777777777777;113383,134379,151177,161439,170075,191335,201569,226767,242159
17257;9;51;58;54.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
16717;9;91;103;97.77777777777777;2022639,2559903,3033959,3595803,3644863,3839855,4045279,4550939,4859817
16195;9;67;103;89.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001
13121;9;71;210;125.33333333333333;2138439,2314735,2706463,3086313,3207659,3542887,3563631,3732423,4723849
12973;9;68;78;73.77777777777777;113383,134379,151177,161439,170075,191335,201569,226767,242159
12943;9;52;59;55.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
12455;9;78;90;82.66666666666667;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647
12287;9;57;64;60.111111111111114;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359
11531;9;66;76;71.77777777777777;113383,134379,151177,161439,170075,191335,201569,226767,242159
51968116565;8;28;63;46.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
34645411043;8;27;62;45.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
23096940695;8;26;61;44.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
15730912385;8;68;74;70.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
15397960463;8;25;60;43.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
14932076993;8;73;79;75.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
12918063617;8;47;53;49.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
11798184289;8;69;75;71.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
11199057745;8;74;80;76.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
10630355597;8;79;85;81.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
10487274923;8;67;73;69.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
10265306975;8;24;59;42.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
9954717995;8;72;78;74.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
9688547713;8;48;54;50.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
9322022153;8;65;71;67.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
8848638217;8;70;76;72.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
8612042411;8;46;52;48.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
8399293309;8;75;81;77.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
8286241913;8;63;69;65.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
7655148809;8;44;50;46.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
7266410785;8;49;55;51.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
7086903731;8;78;84;80.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
6991516615;8;66;72;68.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
6843537983;8;23;58;41.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
6636478663;8;71;77;73.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
6214681435;8;64;70;66.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
6131034101;8;52;58;54.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
6083144873;8;21;56;39.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
5741361607;8;45;51;47.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
5524161275;8;62;68;64.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
5449808089;8;50;56;52.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
5103432539;8;43;49;45.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
4910365577;8;60;66;62.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
4724602487;8;77;83;79.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
4562358655;8;22;57;40.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
4364769401;8;58;64;60.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
4087356067;8;51;57;53.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
4055429915;8;20;55;38.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
3986383349;8;80;86;82.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
3682774183;8;61;67;63.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
3402288359;8;42;48;44.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
3273577051;8;59;65;61.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
3149734991;8;76;82;78.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
2909846267;8;57;63;59.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
2703619943;8;19;54;37.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
2688227837;8;38;44;40.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
2268192239;8;41;47;43.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
1939897511;8;56;62;58.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
1802413295;8;18;53;36.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1792151891;8;37;43;39.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
1512128159;8;40;46;42.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
1293265007;8;55;61;57.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
1261316609;8;84;90;86.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
1201608863;8;17;52;35.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1194767927;8;36;42;38.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
1008085439;8;39;45;41.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
994516973;8;27;33;29.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
945987457;8;85;91;87.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
862176671;8;54;60;56.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
840877739;8;83;89;85.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
801072575;8;16;51;34.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
796511951;8;35;41;37.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
709490593;8;86;92;88.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
698481053;8;21;27;23.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
663011315;8;26;32;28.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
598632689;8;89;95;91.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
574784447;8;53;59;55.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
560585159;8;82;88;84.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
534048383;8;15;50;33.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
532117945;8;87;93;89.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
531007967;8;34;40;36.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
474709673;8;13;48;31.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
472007081;8;32;38;34.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
465654035;8;20;26;22.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
456751025;8;30;65;48.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
448974517;8;90;96;92.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
442007543;8;25;31;27.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
421964153;8;11;46;29.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
419561849;8;30;36;32.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
413914697;8;18;24;20.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
399088459;8;88;94;90.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
392895593;8;23;29;25.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
373723439;8;81;87;83.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
372943865;8;28;34;30.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
356032255;8;14;49;32.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
354005311;8;33;39;35.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
353939705;8;11;16;13.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
342563269;8;31;66;49.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
316473115;8;12;47;30.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
314671387;8;31;37;33.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
310436023;8;19;25;21.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
304500683;8;29;64;47.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
294671695;8;24;30;26.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
281309435;8;10;45;28.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
279707899;8;29;35;31.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
275943131;8;17;23;19.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
265454779;8;12;17;14.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
261930395;8;22;28;24.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
235959803;8;10;15;12.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
187539623;8;9;44;27.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
183962087;8;16;22;18.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
157306535;8;9;14;11.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
137111777;8;9;14;11.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
125026415;8;8;43;26.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
122641391;8;15;21;17.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
109014569;8;13;19;15.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
104871023;8;8;13;10.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
102833833;8;10;15;12.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
91407851;8;8;13;10.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
89896301;8;98;104;100.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
83350943;8;7;42;25.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
81760927;8;14;20;16.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
72676379;8;12;18;14.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
69914015;8;7;12;9.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
64601225;8;10;16;12.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
64230613;8;32;67;50.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
60938567;8;7;12;9.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
59930867;8;97;103;99.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
56887505;8;102;108;104.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
55567295;8;6;41;24.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
53271881;8;95;101;97.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
48450919;8;11;17;13.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
46609343;8;6;11;8.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
43067483;8;9;15;11.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
42665629;8;103;109;105.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
42091361;8;91;97;93.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
40625711;8;6;11;8.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
39953911;8;96;102;98.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
37925003;8;101;107;103.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
37044863;8;5;40;23.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
35514587;8;94;100;96.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
33711113;8;99;105;101.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
31568521;8;92;98;94.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
31072895;8;5;10;7.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
28711655;8;8;14;10.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
27083807;8;5;10;7.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
26999345;8;107;113;109.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
25283335;8;100;106;102.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
24696575;8;4;39;22.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
23999417;8;105;111;107.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
23676391;8;93;99;95.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
20715263;8;4;9;6.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
20249509;8;108;114;110.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
19141103;8;7;13;9.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
18055871;8;4;9;6.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
17999563;8;106;112;108.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
17014313;8;5;11;7.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
16464383;8;3;38;21.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
15999611;8;104;110;106.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
13810175;8;3;8;5.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
12814145;8;112;118;114.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
12760735;8;6;12;8.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
12037247;8;3;8;5.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
10976255;8;2;37;20.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
9610609;8;113;119;115.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
9206783;8;2;7;4.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
8542763;8;111;117;113.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
8024831;8;2;7;4.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
7317503;8;1;36;19.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
7207957;8;114;120;116.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
6137855;8;1;6;3.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
5695175;8;110;116;112.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
5349887;8;1;6;3.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
4878335;8;0;35;18.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
4091903;8;0;5;2.75;1212415,1616553,1818623,2727935,3233107,4091903,4310809,4849661
3796783;8;109;115;111.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
3566591;8;0;5;2.75;704511,1056767,1585151,2377727,2818045,3566591,3757393,4227069
3480245;8;59;94;77.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
2712797;8;43;78;61.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
2320163;8;58;93;76.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
2113535;8;0;5;2.75;1409023,1878697,2113535,2226603,2504929,3339905,3757395,4453207
2009765;8;0;7;3.125;1190971,1339843,1587961,1786457,1882027,2009765,2117281,2381943
1905281;8;37;72;55.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1808531;8;42;77;60.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1689023;8;0;6;2.5;1126015,1501353,1689023,3002707,3558763,4003609,4504061,4745017
1629521;8;52;87;70.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1546775;8;57;92;75.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1525949;8;45;80;63.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1505405;8;33;68;51.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1428961;8;38;73;56.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1287521;8;48;83;66.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1270187;8;36;71;54.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1222141;8;53;88;71.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1205687;8;41;76;59.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1086347;8;51;86;69.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1071721;8;39;74;57.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1040521;8;0;5;3.0;822139,924907,1040521,1096185,1233209,1387361,1644279,2192371
1031183;8;56;91;74.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
1017299;8;44;79;62.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
965641;8;49;84;67.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
858347;8;47;82;65.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
846791;8;35;70;53.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
803791;8;40;75;58.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
724231;8;50;85;68.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
687455;8;55;90;73.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
572231;8;46;81;64.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
564527;8;34;69;52.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
464561;8;66;101;84.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
458303;8;54;89;72.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
348421;8;67;102;85.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
337873;8;115;121;117.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
326273;8;60;95;78.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
309707;8;65;100;83.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
253405;8;116;122;118.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
244705;8;61;96;79.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
206471;8;64;99;82.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
183529;8;62;97;80.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
142541;8;118;124;120.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
137647;8;63;98;81.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
95027;8;117;123;119.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
65329;8;68;103;86.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
53453;8;119;125;121.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
48997;8;69;104;87.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
20045;8;120;126;122.625;1327743,1991615,2655487,2987423,3147243,3540649,3983231,4481135
13781;8;71;106;89.375;1875711,2813567,3252223,3512991,3751423,4220351,4336297,4878335
10205;8;55;194;112.625;2138439,2314735,2706463,3086313,3207659,3542887,3732423,4723849
15523957313;7;82;87;84.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
